txn_id,source,city,area,building,property_type,bedrooms,size_sqft,price,txn_date
sale_00258,dld,Dubai,Palm Jumeirah,Shoreline,apartment,2,1140.5,2770000.0,2025-12-30
sale_00259,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,2,1254.3,2987000.0,2025-09-18
sale_00260,dxbconnect,Dubai,Palm Jumeirah,Azure Residences,apartment,2,1213.9,2709000.0,2026-05-04
sale_00261,dxbconnect,Dubai,Palm Jumeirah,Azure Residences,apartment,2,1169.6,3249000.0,2025-07-05
sale_00262,dxbconnect,Dubai,Palm Jumeirah,Shoreline,apartment,2,1325.9,3262000.0,2026-01-24
sale_00263,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,2,1103.8,2614000.0,2026-01-14
sale_00264,dxbconnect,Dubai,Palm Jumeirah,Palme Couture,apartment,2,1219.3,2915000.0,2026-04-26
sale_00265,dxbconnect,Dubai,Palm Jumeirah,Palme Couture,apartment,2,1281.7,3323000.0,2026-03-15
sale_00266,dld,Dubai,Palm Jumeirah,Palme Couture,apartment,3,1508.2,3687000.0,2026-05-17
sale_00267,dxbconnect,Dubai,Palm Jumeirah,Shoreline,apartment,3,1641.7,4057000.0,2025-12-16
sale_00268,dxbconnect,Dubai,Palm Jumeirah,Azure Residences,apartment,3,1682.7,4329000.0,2026-02-02
sale_00269,dld,Dubai,Palm Jumeirah,Shoreline,apartment,3,1700.6,4385000.0,2025-12-20
sale_00270,adre,Dubai,Palm Jumeirah,Azure Residences,apartment,3,1868.0,4771000.0,2025-06-28
sale_00271,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,3,1691.0,4506000.0,2026-05-01
sale_00272,dxbconnect,Dubai,Palm Jumeirah,Azure Residences,apartment,3,1721.6,4571000.0,2026-05-18
sale_00273,adre,Dubai,Palm Jumeirah,Azure Residences,apartment,3,1729.5,4216000.0,2026-04-06
sale_00274,dxbconnect,Dubai,Palm Jumeirah,Palme Couture,apartment,3,1401.1,3597000.0,2026-01-29
sale_00275,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,3,1746.1,4511000.0,2026-02-09
sale_00276,dld,Dubai,Palm Jumeirah,Palme Couture,apartment,3,1627.4,4459000.0,2025-10-16
sale_00277,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,3,1699.8,4371000.0,2026-03-28
sale_00278,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,3,1713.4,3983000.0,2025-09-11
sale_00279,dld,Dubai,Palm Jumeirah,Palme Couture,apartment,3,1560.8,3832000.0,2026-05-22
sale_00280,adre,Dubai,Dubai Hills Estate,Sidra,townhouse,3,2322.0,3608000.0,2025-08-30
sale_00281,adre,Dubai,Dubai Hills Estate,Maple,townhouse,3,2229.5,3605000.0,2026-02-17
sale_00282,dld,Dubai,Dubai Hills Estate,Maple,townhouse,3,2062.5,3444000.0,2025-10-16
sale_00283,adre,Dubai,Dubai Hills Estate,Maple,townhouse,3,2258.6,3614000.0,2026-02-08
sale_00284,dxbconnect,Dubai,Dubai Hills Estate,Club Villas,townhouse,3,2230.3,3635000.0,2025-11-12
sale_00285,dld,Dubai,Dubai Hills Estate,Club Villas,townhouse,3,2014.6,3195000.0,2025-09-13
sale_00286,dxbconnect,Dubai,Dubai Hills Estate,Maple,townhouse,3,2279.8,3459000.0,2026-04-12
sale_00287,dld,Dubai,Dubai Hills Estate,Club Villas,townhouse,3,2395.3,4179000.0,2025-09-17
sale_00288,dld,Dubai,Dubai Hills Estate,Club Villas,townhouse,3,2185.5,3471000.0,2025-11-10
sale_00289,adre,Dubai,Dubai Hills Estate,Sidra,townhouse,3,2217.3,3635000.0,2025-10-20
sale_00290,adre,Dubai,Dubai Hills Estate,Maple,townhouse,3,2103.7,3166000.0,2026-03-11
sale_00291,dld,Dubai,Dubai Hills Estate,Sidra,townhouse,3,2244.9,3643000.0,2025-10-17
sale_00292,dxbconnect,Dubai,Dubai Hills Estate,Sidra,townhouse,3,2299.8,3659000.0,2025-08-24
sale_00293,dld,Dubai,Dubai Hills Estate,Club Villas,townhouse,3,2133.9,2924000.0,2026-03-15
sale_00294,dxbconnect,Dubai,Dubai Hills Estate,Sidra,townhouse,4,2534.6,3943000.0,2025-09-07
sale_00295,dld,Dubai,Dubai Hills Estate,Club Villas,townhouse,4,2800.4,4444000.0,2025-07-16
sale_00296,adre,Dubai,Dubai Hills Estate,Club Villas,townhouse,4,2766.4,4473000.0,2025-09-06
sale_00297,dxbconnect,Dubai,Dubai Hills Estate,Sidra,townhouse,4,2346.8,3647000.0,2025-10-28
sale_00298,adre,Dubai,Dubai Hills Estate,Maple,townhouse,4,2869.4,4817000.0,2026-01-04
sale_00299,dxbconnect,Dubai,Dubai Hills Estate,Club Villas,townhouse,4,2778.6,4148000.0,2025-07-29
sale_00300,dld,Dubai,Dubai Hills Estate,Club Villas,townhouse,4,2859.8,4260000.0,2025-08-08
sale_00301,dxbconnect,Dubai,Dubai Hills Estate,Club Villas,townhouse,4,2545.3,4214000.0,2025-12-17
sale_00302,dxbconnect,Dubai,Dubai Hills Estate,Sidra,townhouse,4,2716.5,3986000.0,2026-01-17
sale_00303,dxbconnect,Dubai,Dubai Hills Estate,Club Villas,townhouse,4,2787.9,4032000.0,2025-06-21
sale_00304,dld,Dubai,Dubai Hills Estate,Club Villas,townhouse,4,2498.8,3818000.0,2026-05-06
sale_00305,adre,Dubai,Dubai Hills Estate,Maple,townhouse,4,2476.9,4235000.0,2025-10-21
sale_00306,adre,Dubai,Dubai Hills Estate,Maple,townhouse,4,2766.6,4324000.0,2026-02-01
sale_00307,adre,Dubai,Dubai Hills Estate,Sidra,townhouse,4,2935.6,4405000.0,2025-08-03
sale_00308,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2787.9,3887000.0,2025-12-30
sale_00309,dxbconnect,Dubai,Arabian Ranches,Saheel,villa,3,3151.5,4388000.0,2025-09-04
sale_00310,adre,Dubai,Arabian Ranches,Saheel,villa,3,2706.1,3728000.0,2026-03-01
sale_00311,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2939.5,4495000.0,2025-10-30
sale_00312,adre,Dubai,Arabian Ranches,Palmera,villa,3,2797.9,4311000.0,2025-07-06
sale_00313,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2975.3,4183000.0,2025-07-26
sale_00314,dxbconnect,Dubai,Arabian Ranches,Saheel,villa,3,2829.0,3573000.0,2025-11-15
sale_00315,dld,Dubai,Arabian Ranches,Palmera,villa,3,2851.9,3826000.0,2025-12-13
sale_00316,dld,Dubai,Arabian Ranches,Saheel,villa,3,3038.3,4307000.0,2026-06-05
sale_00317,dxbconnect,Dubai,Arabian Ranches,Saheel,villa,3,2888.3,4491000.0,2025-09-21
sale_00318,dld,Dubai,Arabian Ranches,Alvorada,villa,3,3069.4,4671000.0,2026-04-10
sale_00319,adre,Dubai,Arabian Ranches,Saheel,villa,3,3004.1,4359000.0,2026-02-05
sale_00320,dxbconnect,Dubai,Arabian Ranches,Saheel,villa,3,3021.9,3829000.0,2025-07-07
sale_00321,adre,Dubai,Arabian Ranches,Saheel,villa,3,3046.2,4709000.0,2025-08-25
sale_00322,dld,Dubai,Arabian Ranches,Palmera,villa,4,3351.1,4613000.0,2025-11-17
sale_00323,dxbconnect,Dubai,Arabian Ranches,Palmera,villa,4,3844.9,5247000.0,2025-12-01
sale_00324,dld,Dubai,Arabian Ranches,Palmera,villa,4,3386.5,4891000.0,2026-05-13
sale_00325,adre,Dubai,Arabian Ranches,Alvorada,villa,4,3549.1,4905000.0,2025-10-18
sale_00326,dld,Dubai,Arabian Ranches,Palmera,villa,4,3982.6,5537000.0,2026-05-21
sale_00327,dxbconnect,Dubai,Arabian Ranches,Alvorada,villa,4,3406.9,4682000.0,2025-08-18
sale_00328,adre,Dubai,Arabian Ranches,Saheel,villa,4,3898.4,5395000.0,2025-11-11
sale_00329,dld,Dubai,Arabian Ranches,Alvorada,villa,4,3608.0,5020000.0,2025-09-13
sale_00330,adre,Dubai,Arabian Ranches,Palmera,villa,4,3971.3,4657000.0,2025-10-28
sale_00331,dld,Dubai,Arabian Ranches,Saheel,villa,4,3603.1,5288000.0,2026-05-13
sale_00332,dld,Dubai,Arabian Ranches,Saheel,villa,4,3517.0,5275000.0,2026-05-22
sale_00333,adre,Dubai,Arabian Ranches,Saheel,villa,4,3807.9,5433000.0,2025-10-18
sale_00334,dld,Dubai,Arabian Ranches,Saheel,villa,4,3750.7,5292000.0,2025-07-01
sale_00335,dxbconnect,Dubai,Arabian Ranches,Alvorada,villa,4,3070.6,3872000.0,2026-03-25
sale_00336,dld,Dubai,Arabian Ranches,Saheel,villa,5,4401.9,6053000.0,2026-06-11
sale_00337,adre,Dubai,Arabian Ranches,Alvorada,villa,5,4267.6,7002000.0,2025-09-27
sale_00338,dxbconnect,Dubai,Arabian Ranches,Alvorada,villa,5,4388.8,5988000.0,2026-01-29
sale_00339,adre,Dubai,Arabian Ranches,Palmera,villa,5,4468.4,5819000.0,2025-09-10
sale_00340,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4067.9,5391000.0,2025-09-11
sale_00341,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4612.7,5861000.0,2025-11-20
sale_00342,adre,Dubai,Arabian Ranches,Palmera,villa,5,4283.9,6263000.0,2026-06-10
sale_00343,dld,Dubai,Arabian Ranches,Saheel,villa,5,4414.6,6339000.0,2026-04-12
sale_00344,dxbconnect,Dubai,Arabian Ranches,Alvorada,villa,5,4461.9,6916000.0,2025-08-11
sale_00345,dxbconnect,Dubai,Arabian Ranches,Alvorada,villa,5,4702.5,7475000.0,2025-11-12
sale_00346,dld,Dubai,Arabian Ranches,Palmera,villa,5,4168.4,5457000.0,2025-07-23
sale_00347,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4142.9,5603000.0,2026-04-10
sale_00348,dld,Dubai,Arabian Ranches,Palmera,villa,5,4472.4,5976000.0,2026-02-08
sale_00349,adre,Dubai,Arabian Ranches,Alvorada,villa,5,4262.5,6921000.0,2026-03-09
sale_00350,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,484.5,561000.0,2026-06-02
sale_00351,dxbconnect,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,386.8,419000.0,2026-05-02
sale_00352,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,397.9,438000.0,2025-06-27
sale_00353,dxbconnect,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,495.6,612000.0,2025-06-15
sale_00354,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,435.1,541000.0,2025-12-25
sale_00355,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,475.4,593000.0,2026-04-12
sale_00356,adre,Abu Dhabi,Al Reem Island,Sky Tower,apartment,0,429.0,472000.0,2026-02-28
sale_00357,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,462.4,568000.0,2025-11-12
sale_00358,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,460.7,575000.0,2025-06-20
sale_00359,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,0,495.2,553000.0,2026-02-03
sale_00360,dxbconnect,Abu Dhabi,Al Reem Island,Sky Tower,apartment,0,445.3,573000.0,2026-01-26
sale_00361,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,410.1,486000.0,2026-02-13
sale_00362,adre,Abu Dhabi,Al Reem Island,Sky Tower,apartment,0,486.7,646000.0,2026-02-27
sale_00363,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,440.0,505000.0,2026-02-07
sale_00364,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,1,778.2,1048000.0,2025-12-13
sale_00365,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,784.6,994000.0,2025-11-20
sale_00366,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,777.7,926000.0,2025-06-24
sale_00367,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,810.4,1013000.0,2026-05-25
sale_00368,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,847.8,991000.0,2025-07-12
sale_00369,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,781.1,898000.0,2025-10-08
sale_00370,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,797.0,942000.0,2026-04-19
sale_00371,dxbconnect,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,685.7,869000.0,2026-06-12
sale_00372,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,791.7,862000.0,2025-06-18
sale_00373,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,818.6,994000.0,2026-04-16
sale_00374,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,761.5,778000.0,2026-03-18
sale_00375,dxbconnect,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,706.3,808000.0,2026-04-06
sale_00376,adre,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,734.8,885000.0,2026-05-02
sale_00377,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,1,808.7,1022000.0,2025-11-19
sale_00378,dxbconnect,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1004.4,1121000.0,2025-07-07
sale_00379,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1155.4,1272000.0,2025-08-27
sale_00380,dxbconnect,Abu Dhabi,Al Reem Island,Sun Tower,apartment,2,1132.2,1397000.0,2025-09-20
sale_00381,dxbconnect,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1165.6,1436000.0,2025-12-26
sale_00382,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1264.3,1436000.0,2026-05-03
sale_00383,adre,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1069.3,1304000.0,2025-12-27
sale_00384,adre,Abu Dhabi,Al Reem Island,Sun Tower,apartment,2,1200.7,1281000.0,2025-11-16
sale_00385,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1047.0,1162000.0,2025-07-03
sale_00386,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1199.1,1480000.0,2026-03-16
sale_00387,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1226.6,1751000.0,2025-10-25
sale_00388,adre,Abu Dhabi,Al Reem Island,Sun Tower,apartment,2,1123.5,1389000.0,2026-03-31
sale_00389,adre,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1106.9,1543000.0,2026-05-30
sale_00390,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1128.2,1441000.0,2026-01-23
sale_00391,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1219.8,1331000.0,2026-05-02
sale_00392,dxbconnect,Abu Dhabi,Al Reem Island,Sun Tower,apartment,3,1773.6,2413000.0,2025-09-23
sale_00393,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1648.3,1921000.0,2026-01-20
sale_00394,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1661.5,2122000.0,2026-02-28
sale_00395,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,3,1661.3,2046000.0,2025-06-27
sale_00396,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1835.5,2395000.0,2025-11-28
sale_00397,dxbconnect,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1784.6,2202000.0,2025-07-04
sale_00398,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1697.5,2089000.0,2026-01-23
sale_00399,adre,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1729.7,2290000.0,2025-09-29
sale_00400,dxbconnect,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1407.6,1652000.0,2026-03-03
sale_00401,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1709.6,2231000.0,2026-05-16
sale_00402,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1734.3,1948000.0,2025-08-13
sale_00403,adre,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1644.7,2037000.0,2026-03-30
sale_00404,adre,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1890.0,2364000.0,2025-10-14
sale_00405,dxbconnect,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1556.2,2022000.0,2026-05-27
sale_00406,dld,Abu Dhabi,Yas Island,Ansam,apartment,0,454.4,636000.0,2026-04-20
sale_00407,adre,Abu Dhabi,Yas Island,Mayan,apartment,0,467.1,708000.0,2025-10-28
sale_00408,dxbconnect,Abu Dhabi,Yas Island,Mayan,apartment,0,474.2,667000.0,2025-10-19
sale_00409,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,0,494.8,786000.0,2026-05-11
sale_00410,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,0,521.5,809000.0,2025-08-07
sale_00411,adre,Abu Dhabi,Yas Island,Mayan,apartment,0,454.0,649000.0,2026-04-08
sale_00412,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,0,498.7,732000.0,2026-04-15
sale_00413,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,0,485.4,736000.0,2026-04-13
sale_00414,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,0,452.5,613000.0,2025-11-11
sale_00415,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,0,466.5,672000.0,2026-01-05
sale_00416,adre,Abu Dhabi,Yas Island,Mayan,apartment,0,378.4,501000.0,2025-07-12
sale_00417,adre,Abu Dhabi,Yas Island,Ansam,apartment,0,470.0,615000.0,2026-03-22
sale_00418,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,0,456.0,675000.0,2026-06-07
sale_00419,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,0,451.5,627000.0,2026-05-22
sale_00420,dxbconnect,Abu Dhabi,Yas Island,Water's Edge,apartment,1,803.9,1157000.0,2025-07-19
sale_00421,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,1,774.7,1304000.0,2025-10-26
sale_00422,dxbconnect,Abu Dhabi,Yas Island,Water's Edge,apartment,1,863.6,1284000.0,2025-07-09
sale_00423,dxbconnect,Abu Dhabi,Yas Island,Mayan,apartment,1,740.0,1108000.0,2025-08-21
sale_00424,adre,Abu Dhabi,Yas Island,Mayan,apartment,1,781.9,1032000.0,2025-12-01
sale_00425,dld,Abu Dhabi,Yas Island,Mayan,apartment,1,697.3,1019000.0,2026-04-02
sale_00426,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,1,779.4,951000.0,2025-09-19
sale_00427,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,1,878.1,1143000.0,2026-04-18
sale_00428,dld,Abu Dhabi,Yas Island,Mayan,apartment,1,859.8,1286000.0,2026-04-05
sale_00429,dxbconnect,Abu Dhabi,Yas Island,Water's Edge,apartment,1,795.4,1216000.0,2026-04-11
sale_00430,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,1,821.1,1076000.0,2026-01-22
sale_00431,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,1,751.2,1088000.0,2025-11-25
sale_00432,adre,Abu Dhabi,Yas Island,Mayan,apartment,1,729.8,1032000.0,2026-03-18
sale_00433,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,1,726.2,1105000.0,2026-01-01
sale_00434,adre,Abu Dhabi,Yas Island,Mayan,apartment,2,1139.9,1581000.0,2026-04-08
sale_00435,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1165.0,1748000.0,2026-03-18
sale_00436,dld,Abu Dhabi,Yas Island,Ansam,apartment,2,1176.9,1945000.0,2026-01-31
sale_00437,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1218.8,1878000.0,2026-01-30
sale_00438,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1060.9,1561000.0,2026-01-31
sale_00439,adre,Abu Dhabi,Yas Island,Mayan,apartment,2,1157.7,1451000.0,2025-06-14
sale_00440,dxbconnect,Abu Dhabi,Yas Island,Water's Edge,apartment,2,985.3,1405000.0,2025-12-11
sale_00441,dxbconnect,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1256.4,1975000.0,2026-06-08
sale_00442,adre,Abu Dhabi,Yas Island,Mayan,apartment,2,1028.9,1556000.0,2025-12-31
sale_00443,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1249.5,1664000.0,2026-05-05
sale_00444,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1112.1,1697000.0,2025-09-05
sale_00445,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,2,1287.4,1833000.0,2026-02-19
sale_00446,dxbconnect,Abu Dhabi,Yas Island,Mayan,apartment,2,1196.8,1723000.0,2025-10-27
sale_00447,dxbconnect,Abu Dhabi,Yas Island,Mayan,apartment,2,1053.9,1442000.0,2026-02-25
sale_00448,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,3,1740.3,2247000.0,2025-10-27
sale_00449,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,3,1662.7,2179000.0,2025-10-08
sale_00450,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1625.7,2485000.0,2025-06-21
sale_00451,dld,Abu Dhabi,Yas Island,Ansam,apartment,3,1660.0,2431000.0,2025-10-09
sale_00452,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,3,1583.0,2144000.0,2026-02-09
sale_00453,dxbconnect,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1716.5,2616000.0,2026-01-07
sale_00454,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1702.6,2431000.0,2025-11-14
sale_00455,adre,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1551.7,2051000.0,2026-06-12
sale_00456,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,3,1804.9,2211000.0,2026-03-29
sale_00457,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1684.4,2536000.0,2026-05-12
sale_00458,dld,Abu Dhabi,Yas Island,Mayan,apartment,3,1687.8,2170000.0,2026-03-19
sale_00459,dld,Abu Dhabi,Yas Island,Mayan,apartment,3,1599.5,2245000.0,2025-12-21
sale_00460,dxbconnect,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1556.2,2229000.0,2026-04-25
sale_00461,dxbconnect,Abu Dhabi,Yas Island,Ansam,apartment,3,1746.2,2589000.0,2025-07-11
sale_00462,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,503.5,908000.0,2025-06-25
sale_00463,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,494.9,869000.0,2026-04-07
sale_00464,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,497.5,1005000.0,2026-03-28
sale_00465,dxbconnect,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,449.4,894000.0,2026-03-05
sale_00466,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,458.8,900000.0,2025-12-08
sale_00467,adre,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,540.4,923000.0,2026-01-19
sale_00468,dxbconnect,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,439.0,891000.0,2026-01-06
sale_00469,dxbconnect,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,492.4,973000.0,2025-08-07
sale_00470,adre,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,395.3,857000.0,2025-08-04
sale_00471,dxbconnect,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,426.3,783000.0,2025-09-09
sale_00472,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,459.5,914000.0,2026-05-06
sale_00473,dxbconnect,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,486.9,950000.0,2025-12-03
sale_00474,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,419.4,847000.0,2025-10-30
sale_00475,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,477.9,835000.0,2025-12-12
sale_00476,dxbconnect,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,774.4,1634000.0,2025-08-14
sale_00477,dxbconnect,Abu Dhabi,Saadiyat Island,Park View,apartment,1,756.3,1606000.0,2025-09-18
sale_00478,dxbconnect,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,762.0,1461000.0,2026-02-11
sale_00479,dxbconnect,Abu Dhabi,Saadiyat Island,Park View,apartment,1,697.6,1432000.0,2025-07-13
sale_00480,adre,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,891.7,1605000.0,2025-10-16
sale_00481,adre,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,835.8,1550000.0,2026-01-14
sale_00482,adre,Abu Dhabi,Saadiyat Island,Park View,apartment,1,780.1,1551000.0,2025-11-06
sale_00483,adre,Abu Dhabi,Saadiyat Island,Park View,apartment,1,705.2,1388000.0,2026-02-24
sale_00484,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,769.4,1331000.0,2026-02-26
sale_00485,adre,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,746.0,1426000.0,2026-03-25
sale_00486,adre,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,732.0,1374000.0,2025-12-22
sale_00487,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,1,810.0,1520000.0,2026-06-02
sale_00488,dxbconnect,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,773.4,1600000.0,2026-02-02
sale_00489,dxbconnect,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,772.7,1361000.0,2025-09-14
sale_00490,adre,Abu Dhabi,Saadiyat Island,Soho Square,apartment,2,1192.6,2122000.0,2026-01-15
sale_00491,dxbconnect,Abu Dhabi,Saadiyat Island,Soho Square,apartment,2,1348.1,2309000.0,2026-06-04
sale_00492,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,2,1100.1,2071000.0,2026-01-29
sale_00493,dxbconnect,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1196.8,2645000.0,2025-12-31
sale_00494,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1198.4,2505000.0,2025-08-12
sale_00495,dxbconnect,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1018.9,2076000.0,2026-04-23
sale_00496,dxbconnect,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1108.3,2180000.0,2025-08-16
sale_00497,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1222.9,2161000.0,2026-05-12
sale_00498,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1081.0,2010000.0,2026-05-12
sale_00499,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1186.9,2162000.0,2025-11-14
sale_00500,adre,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1185.2,2317000.0,2026-02-21
sale_00501,adre,Abu Dhabi,Saadiyat Island,Soho Square,apartment,2,1164.8,2042000.0,2026-01-01
sale_00502,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1244.8,2195000.0,2026-01-11
sale_00503,dxbconnect,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1187.9,2253000.0,2026-03-16
sale_00504,dxbconnect,Abu Dhabi,Saadiyat Island,Park View,apartment,3,1751.7,3102000.0,2025-10-21
sale_00505,dxbconnect,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1641.1,3270000.0,2026-02-21
sale_00506,adre,Abu Dhabi,Saadiyat Island,Park View,apartment,3,1791.1,3303000.0,2026-05-04
sale_00507,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1642.3,3449000.0,2025-11-23
