txn_id,source,city,area,building,property_type,bedrooms,size_sqft,annual_rent,txn_date
rent_00266,dld,Dubai,Arabian Ranches,Saheel,villa,3,2724.1,252900.0,2026-03-29
rent_00267,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2987.2,269600.0,2026-05-21
rent_00268,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2916.4,245200.0,2026-01-26
rent_00269,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2799.7,227800.0,2026-02-16
rent_00270,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2881.1,228700.0,2025-10-15
rent_00271,dld,Dubai,Arabian Ranches,Saheel,villa,3,3091.5,272000.0,2026-01-13
rent_00272,dld,Dubai,Arabian Ranches,Alvorada,villa,3,2855.2,249500.0,2026-05-06
rent_00273,dld,Dubai,Arabian Ranches,Saheel,villa,3,2854.8,256100.0,2026-01-15
rent_00274,dld,Dubai,Arabian Ranches,Palmera,villa,3,2729.1,215500.0,2026-05-31
rent_00275,dld,Dubai,Arabian Ranches,Palmera,villa,3,3200.3,232800.0,2026-06-06
rent_00276,dld,Dubai,Arabian Ranches,Palmera,villa,4,3302.8,265100.0,2026-03-05
rent_00277,dld,Dubai,Arabian Ranches,Alvorada,villa,4,3509.2,283800.0,2026-06-13
rent_00278,dld,Dubai,Arabian Ranches,Palmera,villa,4,3484.4,262700.0,2025-11-25
rent_00279,dld,Dubai,Arabian Ranches,Palmera,villa,4,3762.6,334700.0,2026-03-25
rent_00280,dld,Dubai,Arabian Ranches,Alvorada,villa,4,3664.6,322400.0,2026-05-05
rent_00281,dld,Dubai,Arabian Ranches,Saheel,villa,4,3602.0,300100.0,2025-06-20
rent_00282,dld,Dubai,Arabian Ranches,Alvorada,villa,4,4015.7,298000.0,2025-06-18
rent_00283,dld,Dubai,Arabian Ranches,Alvorada,villa,4,3402.3,305400.0,2026-03-31
rent_00284,dld,Dubai,Arabian Ranches,Palmera,villa,4,3384.9,294100.0,2026-01-24
rent_00285,dld,Dubai,Arabian Ranches,Alvorada,villa,4,3719.7,317500.0,2025-06-15
rent_00286,dld,Dubai,Arabian Ranches,Palmera,villa,4,3616.3,300200.0,2025-06-25
rent_00287,dld,Dubai,Arabian Ranches,Alvorada,villa,4,3725.4,329000.0,2025-11-18
rent_00288,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4217.8,340200.0,2025-12-01
rent_00289,dld,Dubai,Arabian Ranches,Palmera,villa,5,4712.3,422900.0,2026-04-18
rent_00290,dld,Dubai,Arabian Ranches,Saheel,villa,5,4886.3,449800.0,2026-06-01
rent_00291,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4278.1,399000.0,2026-06-11
rent_00292,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4534.1,371800.0,2026-05-23
rent_00293,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4103.5,360000.0,2025-11-11
rent_00294,dld,Dubai,Arabian Ranches,Alvorada,villa,5,5326.1,413400.0,2025-11-09
rent_00295,dld,Dubai,Arabian Ranches,Saheel,villa,5,4637.7,431300.0,2025-07-27
rent_00296,dld,Dubai,Arabian Ranches,Saheel,villa,5,4654.5,340500.0,2026-02-16
rent_00297,dld,Dubai,Arabian Ranches,Alvorada,villa,5,4210.1,306700.0,2026-06-09
rent_00298,dld,Dubai,Arabian Ranches,Palmera,villa,5,3894.4,296900.0,2025-08-20
rent_00299,dld,Dubai,Arabian Ranches,Saheel,villa,5,4275.6,369100.0,2026-01-12
rent_00300,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,484.7,45900.0,2025-06-29
rent_00301,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,459.9,42300.0,2025-09-03
rent_00302,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,463.9,40600.0,2025-12-06
rent_00303,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,0,437.4,40500.0,2026-06-09
rent_00304,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,441.7,37900.0,2026-05-08
rent_00305,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,487.0,44100.0,2025-11-27
rent_00306,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,482.3,41700.0,2025-11-16
rent_00307,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,488.2,42300.0,2025-10-19
rent_00308,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,461.1,44800.0,2025-12-11
rent_00309,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,426.9,39900.0,2025-09-27
rent_00310,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,0,512.1,46100.0,2025-11-02
rent_00311,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,0,469.9,48000.0,2025-11-04
rent_00312,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,865.7,72400.0,2026-05-22
rent_00313,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,1,746.2,68200.0,2025-11-03
rent_00314,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,1,749.8,64300.0,2026-02-21
rent_00315,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,1,817.5,75000.0,2025-12-23
rent_00316,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,765.4,65300.0,2025-06-21
rent_00317,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,835.1,80700.0,2025-11-09
rent_00318,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,1,651.8,51400.0,2026-05-14
rent_00319,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,761.2,64900.0,2026-05-04
rent_00320,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,1,839.2,75700.0,2026-02-27
rent_00321,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,773.8,70700.0,2025-10-02
rent_00322,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,1,799.8,75600.0,2025-07-02
rent_00323,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,1,725.3,68700.0,2026-03-20
rent_00324,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1156.8,85800.0,2025-12-22
rent_00325,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1107.9,103400.0,2026-04-23
rent_00326,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,2,1193.1,122000.0,2025-11-06
rent_00327,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1178.1,108300.0,2026-05-21
rent_00328,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,2,1182.0,94500.0,2025-06-19
rent_00329,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1131.7,116300.0,2026-06-12
rent_00330,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1252.8,112300.0,2026-01-26
rent_00331,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1138.7,103300.0,2026-01-01
rent_00332,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1124.5,100300.0,2025-07-13
rent_00333,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1342.8,120100.0,2026-05-09
rent_00334,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,2,1166.1,106900.0,2025-11-01
rent_00335,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,2,1148.3,104900.0,2026-03-27
rent_00336,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1722.6,170100.0,2026-01-03
rent_00337,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,3,1866.0,167200.0,2026-01-28
rent_00338,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1650.5,140600.0,2026-04-08
rent_00339,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,3,1937.8,184400.0,2026-06-08
rent_00340,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1827.4,172400.0,2025-09-22
rent_00341,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1542.1,136200.0,2026-02-10
rent_00342,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1498.7,144900.0,2026-03-08
rent_00343,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,3,1775.4,186200.0,2025-10-16
rent_00344,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1657.0,150400.0,2026-02-18
rent_00345,dld,Abu Dhabi,Al Reem Island,Marina Heights,apartment,3,1642.2,141300.0,2025-11-26
rent_00346,dld,Abu Dhabi,Al Reem Island,Sky Tower,apartment,3,1738.6,134100.0,2025-06-26
rent_00347,dld,Abu Dhabi,Al Reem Island,Sun Tower,apartment,3,1853.1,171500.0,2026-05-14
rent_00348,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,0,455.3,46300.0,2025-07-01
rent_00349,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,0,422.5,40400.0,2025-09-09
rent_00350,dld,Abu Dhabi,Yas Island,Mayan,apartment,0,457.2,48300.0,2026-02-13
rent_00351,dld,Abu Dhabi,Yas Island,Ansam,apartment,0,469.9,51300.0,2025-07-06
rent_00352,dld,Abu Dhabi,Yas Island,Mayan,apartment,0,463.8,46800.0,2025-09-27
rent_00353,dld,Abu Dhabi,Yas Island,Mayan,apartment,0,458.0,50600.0,2025-10-26
rent_00354,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,0,435.4,42700.0,2026-03-07
rent_00355,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,0,449.7,47200.0,2026-02-12
rent_00356,dld,Abu Dhabi,Yas Island,Ansam,apartment,0,484.5,54100.0,2026-04-05
rent_00357,dld,Abu Dhabi,Yas Island,Ansam,apartment,0,434.2,41300.0,2026-04-27
rent_00358,dld,Abu Dhabi,Yas Island,Ansam,apartment,0,447.5,41800.0,2026-01-09
rent_00359,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,0,446.9,43200.0,2026-05-29
rent_00360,dld,Abu Dhabi,Yas Island,Mayan,apartment,1,835.2,86000.0,2025-08-10
rent_00361,dld,Abu Dhabi,Yas Island,Ansam,apartment,1,788.0,78400.0,2026-01-27
rent_00362,dld,Abu Dhabi,Yas Island,Mayan,apartment,1,792.0,82800.0,2025-06-15
rent_00363,dld,Abu Dhabi,Yas Island,Mayan,apartment,1,740.4,79700.0,2025-10-23
rent_00364,dld,Abu Dhabi,Yas Island,Ansam,apartment,1,706.5,75600.0,2025-08-04
rent_00365,dld,Abu Dhabi,Yas Island,Ansam,apartment,1,739.9,75100.0,2025-11-07
rent_00366,dld,Abu Dhabi,Yas Island,Mayan,apartment,1,721.1,78600.0,2026-04-07
rent_00367,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,1,728.1,75100.0,2026-05-24
rent_00368,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,1,758.0,80900.0,2025-06-20
rent_00369,dld,Abu Dhabi,Yas Island,Ansam,apartment,1,737.6,75700.0,2025-09-26
rent_00370,dld,Abu Dhabi,Yas Island,Ansam,apartment,1,837.9,81100.0,2026-05-09
rent_00371,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,1,743.3,85100.0,2025-11-05
rent_00372,dld,Abu Dhabi,Yas Island,Ansam,apartment,2,1274.1,123400.0,2025-09-27
rent_00373,dld,Abu Dhabi,Yas Island,Mayan,apartment,2,1221.9,115200.0,2026-05-30
rent_00374,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1235.3,134600.0,2026-06-12
rent_00375,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1183.2,126500.0,2026-03-12
rent_00376,dld,Abu Dhabi,Yas Island,Ansam,apartment,2,1088.4,104200.0,2026-05-23
rent_00377,dld,Abu Dhabi,Yas Island,Ansam,apartment,2,1266.1,143000.0,2025-08-02
rent_00378,dld,Abu Dhabi,Yas Island,Ansam,apartment,2,1200.3,128200.0,2026-04-03
rent_00379,dld,Abu Dhabi,Yas Island,Mayan,apartment,2,1169.2,111800.0,2025-10-01
rent_00380,dld,Abu Dhabi,Yas Island,Ansam,apartment,2,1203.6,123800.0,2025-11-23
rent_00381,dld,Abu Dhabi,Yas Island,Mayan,apartment,2,1218.7,125800.0,2025-07-08
rent_00382,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1177.0,122900.0,2025-07-14
rent_00383,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,2,1206.2,128200.0,2026-01-12
rent_00384,dld,Abu Dhabi,Yas Island,Ansam,apartment,3,1705.3,165500.0,2026-05-05
rent_00385,dld,Abu Dhabi,Yas Island,Ansam,apartment,3,1585.3,175200.0,2025-10-01
rent_00386,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1754.8,202700.0,2026-04-21
rent_00387,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,3,2009.2,200700.0,2026-03-03
rent_00388,dld,Abu Dhabi,Yas Island,Mayan,apartment,3,1659.4,172800.0,2025-08-21
rent_00389,dld,Abu Dhabi,Yas Island,Ansam,apartment,3,1688.4,192700.0,2026-04-24
rent_00390,dld,Abu Dhabi,Yas Island,Mayan,apartment,3,1727.6,164200.0,2026-04-03
rent_00391,dld,Abu Dhabi,Yas Island,Ansam,apartment,3,1686.3,163900.0,2026-01-04
rent_00392,dld,Abu Dhabi,Yas Island,Mayan,apartment,3,1972.5,196500.0,2026-05-08
rent_00393,dld,Abu Dhabi,Yas Island,Mayan,apartment,3,1628.8,164700.0,2025-06-30
rent_00394,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1756.6,186700.0,2026-02-16
rent_00395,dld,Abu Dhabi,Yas Island,Water's Edge,apartment,3,1734.7,165300.0,2025-07-13
rent_00396,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,434.7,46600.0,2025-11-22
rent_00397,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,479.0,59900.0,2025-07-28
rent_00398,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,481.4,49400.0,2025-11-24
rent_00399,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,464.9,56800.0,2026-05-31
rent_00400,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,0,432.8,45300.0,2026-02-21
rent_00401,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,475.6,58300.0,2026-05-16
rent_00402,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,432.9,48100.0,2025-12-21
rent_00403,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,422.4,44500.0,2026-04-06
rent_00404,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,462.4,49600.0,2026-04-23
rent_00405,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,489.2,52000.0,2025-10-22
rent_00406,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,0,488.3,55500.0,2025-08-18
rent_00407,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,0,492.1,56300.0,2026-02-15
rent_00408,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,800.1,91400.0,2026-06-01
rent_00409,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,795.0,99700.0,2026-04-05
rent_00410,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,781.9,91100.0,2026-01-11
rent_00411,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,732.0,91700.0,2026-02-05
rent_00412,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,718.4,91200.0,2025-12-16
rent_00413,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,826.9,106400.0,2025-09-10
rent_00414,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,702.2,71600.0,2026-06-04
rent_00415,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,1,752.3,82400.0,2026-03-12
rent_00416,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,808.8,85000.0,2026-06-04
rent_00417,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,850.7,92000.0,2025-07-08
rent_00418,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,1,757.3,92000.0,2025-10-31
rent_00419,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,1,814.7,101400.0,2025-09-17
rent_00420,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1258.8,138500.0,2026-02-20
rent_00421,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1198.3,145000.0,2025-09-28
rent_00422,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1120.3,118700.0,2025-08-08
rent_00423,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1193.2,150800.0,2025-12-11
rent_00424,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,2,1080.5,135000.0,2026-03-05
rent_00425,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,2,1204.2,134500.0,2026-01-31
rent_00426,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,2,1117.9,127700.0,2025-07-26
rent_00427,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1102.7,132000.0,2026-02-09
rent_00428,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1145.3,137700.0,2026-05-07
rent_00429,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1177.2,134700.0,2025-08-27
rent_00430,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,2,1256.6,143700.0,2026-01-21
rent_00431,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,2,1153.3,116800.0,2026-05-30
rent_00432,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1798.0,179300.0,2026-02-03
rent_00433,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1659.2,217800.0,2025-10-09
rent_00434,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1643.2,209800.0,2026-02-07
rent_00435,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1802.9,190900.0,2026-02-19
rent_00436,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1658.6,180100.0,2025-10-20
rent_00437,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1728.3,195200.0,2025-07-23
rent_00438,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1640.5,200300.0,2026-04-15
rent_00439,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1693.8,192100.0,2026-06-10
rent_00440,dld,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1756.1,235100.0,2025-06-30
rent_00441,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1799.6,256100.0,2025-07-12
rent_00442,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1749.4,214800.0,2025-10-06
rent_00443,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1654.7,186700.0,2026-01-04
rent_00444,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,455.2,44700.0,2025-10-01
rent_00445,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,0,483.8,46500.0,2025-09-16
rent_00446,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,491.3,50300.0,2026-05-04
rent_00447,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,451.4,44400.0,2026-05-19
rent_00448,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,485.1,48100.0,2025-07-17
rent_00449,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,461.8,42800.0,2025-12-07
rent_00450,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,460.5,44700.0,2026-05-08
rent_00451,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,449.0,43800.0,2025-12-09
rent_00452,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,453.2,45600.0,2026-03-21
rent_00453,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,415.1,39400.0,2026-05-24
rent_00454,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,506.6,51900.0,2026-02-09
rent_00455,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,453.6,44900.0,2026-04-18
rent_00456,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,1,805.2,73200.0,2025-07-28
rent_00457,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,1,799.7,82200.0,2025-11-20
rent_00458,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,1,763.8,60200.0,2026-03-15
rent_00459,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,1,839.0,78600.0,2026-02-13
rent_00460,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,1,787.8,76300.0,2025-11-08
rent_00461,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,790.1,71800.0,2026-05-30
rent_00462,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,720.0,70100.0,2026-02-11
rent_00463,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,794.2,77900.0,2026-02-14
rent_00464,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,1,708.1,61700.0,2025-11-21
rent_00465,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,779.6,72600.0,2025-06-17
rent_00466,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,766.9,69500.0,2025-07-19
rent_00467,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,790.6,78600.0,2025-12-31
rent_00468,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1132.6,109500.0,2026-02-28
rent_00469,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,2,1178.3,110500.0,2025-10-30
rent_00470,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1143.8,102800.0,2025-06-26
rent_00471,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1123.7,101200.0,2025-11-24
rent_00472,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1222.6,111300.0,2026-01-07
rent_00473,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,2,1048.4,98400.0,2025-07-08
rent_00474,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1238.4,114400.0,2025-09-29
rent_00475,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1072.7,95200.0,2025-10-01
rent_00476,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1298.3,130600.0,2025-12-14
rent_00477,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1070.6,103800.0,2025-08-05
rent_00478,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1036.8,101700.0,2025-08-20
rent_00479,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1101.7,107600.0,2026-01-21
rent_00480,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1796.3,176300.0,2025-11-17
rent_00481,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1700.8,164000.0,2025-09-24
rent_00482,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1600.2,186200.0,2025-08-22
rent_00483,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1738.8,175200.0,2025-06-28
rent_00484,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,3,1780.8,153600.0,2025-06-24
rent_00485,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1665.2,163100.0,2025-11-03
rent_00486,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1753.7,162700.0,2025-09-07
rent_00487,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1671.0,184300.0,2026-05-04
rent_00488,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1704.7,166400.0,2026-01-07
rent_00489,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1812.8,172100.0,2025-08-12
rent_00490,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1799.8,168300.0,2026-06-07
rent_00491,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1538.7,156900.0,2025-09-29
